-8.85217e-12, 1.32783e-11, 1.10652e-11, -5.90145e-12,
-219.476, -381.303, -41.3738, 224.741,
-538.551, -1095.8, -165.331, 775.642,
-815.545, -2026.33, -395.236, 1689.97,
-911.77, -3001.96, -730.779, 2928.22,
-716.078, -3821.9, -1145.96, 4373.04,
-165.65, -4285.09, -1591.26, 5840.37,
739.987, -4221.57, -1999.78, 7101.76,
1933.85, -3521.49, -2296.67, 7915.1,
3286.27, -2157.52, -2410.35, 8060.05,
4619.21, -197.461, -2284.27, 7373.36,
5728.44, 2195.44, -1887.25, 5779.23,
6411.02, 4775.12, -1221.06, 3310.33,
6494.44, 7237.54, -323.852, 116.069,
5863.71, 9255.19, 731.098, -3543.92,
4482.73, 10517.5, 1841.59, -7320.99,
2406.81, 10772.6, 2886.98, -10811.8,
-215.653, 9864.36, 3741.88, -13602.3,
-3153.17, 7761.32, 4291.4, -15315.9,
-6112.27, 4571.63, 4446.13, -15661.4,
-8767.57, 542.389, 4154.93, -14473.9,
-10797.8, -3957.99, 3413.72, -11743.1,
-11923.4, -8473.3, 2269.16, -7626.04,
-11942.3, -12505.9, 816.415, -2441.67,
-10757.9, -15571.3, -809.049, 3354.15,
-8397.45, -17255, -2444.72, 9209.83,
-5016.81, -17264.6, -3918.16, 14532.4,
-891.645, -15471.7, -5065.96, 18749.2,
3605.62, -11937.5, -5752.5, 21370.4,
8040.49, -6918.03, -5886.21, 22045.2,
11959.5, -848.174, -5431.39, 20605.9,
14937.4, 5695.85, -4414.16, 17093.8,
16623.3, 12051.7, -2921.57, 11763.6,
16781.1, 17538.5, -1093.94, 5066.13,
15319.1, 21530.8, 889.037, -2391.25,
12305.4, 23528.8, 2826.78, -9901.38,
7967.71, 23219.7, 4519.08, -16726.4,
2676.03, 20520.1, 5787.72, -22172.3,
-3089.78, 15596.2, 6496.01, -25660.7,
-8784.85, 8857.08, 6564.07, -26790.7,
-13852.1, 921.412, 5978.14, -25384.4,
-17777.7, -7439.58, 4792.72, -21510.2,
-20144.2, -15378.4, 3125.33, -15481.6,
-20674.2, -22058.3, 1144.39, -7831.58,
-19262.2, -26742.7, -948.473, 736.197,
-15989.4, -28876.8, -2939.81, 9413.9,
-11119.6, -28152.8, -4627, 17367.6,
-5078.19, -24550.3, -5839.73, 23819.1,
1586.81, -18348, -6457.96, 28123.3,
8255.28, -10103.6, -6424.41, 29833.4,
14294.3, -603.346, -5750.15, 28747,
19119.4, 9213.94, -4512.89, 24929,
22251.6, 18351.1, -2848.01, 18707.8,
23366, 25855.5, -933.522, 10646.6,
22324.6, 30919.8, 1029.39, 1490.8,
19192.3, 32969.8, 2838.13, -7902.62,
14233.6, 31729.5, 4310.24, -16646.4,
7888.87, 27256.8, 5302.46, -23908,
734.639, 19943.8, 5725.26, -28989.8,
-6570.12, 10483.3, 5551.32, -31396.6,
-13345.9, -197.969, 4817.05, -30883.4,
-18957, -11031.4, 3617.26, -27480.1,
-22872, -20914.6, 2093.53, -21489.4,
-24714.4, -28825.9, 417.815, -13459.4,
-24299.6, -33930.5, -1226.96, -4132.41,
-21652.4, -35670.5, -2666.98, 5624.91,
-17006.2, -33825.9, -3756.24, 14902.4,
-10781.4, -28542.1, -4391.63, 22832.1,
-3546.45, -20318.9, -4523.06, 28669.6,
4034.62, -9962.92, -4157.42, 31864.3,
11264.6, 1491.96, -3356.16, 32110.6,
17477.8, 12889.5, -2226.94, 29377.4,
22102.5, 23069.1, -910.3, 23911,
24713.7, 30985.3, 436.961, 16212.5,
25072.9, 35816.4, 1659.83, 6991.66,
23149.6, 37050.8, 2622.52, -2899.04,
19124.2, 34541.8, 3223.31, -12543.2,
13370.1, 28524.6, 3405.29, -21045.5,
6419.21, 19594.8, 3161.8, -27615.1,
-1088.54, 8648.32, 2536.08, -31638.6,
-8464.39, -3208.59, 1615.31, -32737.6,
-15034.8, -14772.6, 519.745, -30804.5,
-20203.8, -24866.3, -611.714, -26012.3,
-23507.1, -32459, -1637.92, -18799.8,
-24655.1, -36772.9, -2431.88, -9831.5,
-23557.5, -37363.4, -2895.5, 63.612,
-20331.2, -34165.3, -2970.77, 9968.34,
-15287.4, -27499.9, -2646.53, 18962.2,
-8901.89, -18042.6, -1959.7, 26207,
-1769.78, -6754.23, -991.206, 31024.9,
5450.53, 5217.46, 143.177, 32962.2,
12098.5, 16654.8, 1305.94, 31832.4,
17572.4, 26394.6, 2353.49, 27734.4,
21384.4, 33447.4, 3152.6, 21045,
23204.4, 37097.6, 3595.93, 12384.1,
22889.2, 36977, 3614.79, 2558.05,
20493.5, 33101.4, 3187.86, -7515.1,
16263, 25869, 2344.77, -16891.5,
10609.7, 16018.7, 1164.11, -24690.1,
4071.62, 4554.72, -233.921, -30175.6,
-2738.19, -7356.04, -1699.66, -32829,
-8970, -18121.9, -3028.21, -32621.5,
-14154.9, -26660.3, -4018.56, -29692.3,
-17941.4, -32151.8, -4508.83, -24404.6,
-20115.5, -34119.8, -4397.99, -17303.6,
-20606.7, -32471.6, -3660.21, -9060.59,
-19482.6, -27497.7, -2350.16, -409.46,
-16931.5, -19830.8, -598.501, 7917.9,
-13237.5, -10368.6, 1401.93, 15252.7,
-8750.35, -171.27, 3417.8, 21041.2,
-3852.84, 9656.42, 5202.22, 24883.9,
1070.57, 18084.2, 6523.98, 26559.6,
5662.07, 24264.2, 7195.61, 26033.6,
9613.75, 27616.5, 7097.04, 23449.7,
12684.6, 27883.4, 6191.97, 19109,
14711.2, 25147.2, 4535.11, 13436.6,
15611.4, 19811, 2269.11, 6941.37,
15383.3, 12545.4, -388.508, 170.921,
14098.3, 4207.51, -3167.15, -6333.09,
11891.4, -4257.84, -5771.47, -12076.7,
8948.28, -11923.3, -7913.13, -16649.3,
5491.71, -17979.9, -9342.55, -19750,
1766.3, -21821, -9877.2, -21205.4,
-1976.04, -23103.1, -9423.27, -20975.2,
-5490.32, -21774.8, -7988.26, -19148.7,
-8551.83, -18073.7, -5683.04, -15931.6,
-10968.2, -12491.4, -2712.82, -11624.3,
-12589.6, -5711.67, 641.911, -6595.61,
-13317.8, 1470.98, 4052.9, -1251.83,
-13111.4, 8242.01, 7177.08, 3994.69,
-11989.7, 13857.6, 9691.73, 8756.09,
-10032.3, 17725.1, 11328.1, 12696.2,
-7375.53, 19464, 11900, 15552.6,
-4204.88, 18942.1, 11324.5, 17153,
-744.006, 16283.3, 9632.11, 17423.3,
2759.7, 11846.6, 6965.53, 16389.6,
6051.92, 6179.56, 3567.28, 14172,
8889.76, -47.3631, -243.341, 10972.3,
11060.1, -6118.94, -4101.15, 7056.89,
12396.6, -11355.7, -7630.97, 2734.57,
12794, -15188.4, -10484.9, -1666.6,
12217.6, -17218.7, -12377.1, -5823.69,
10708.2, -17258.8, -13113.1, -9441.65,
8380.28, -15347.2, -12609.2, -12273.4,
5414.41, -11738.7, -10902.3, -14135.9,
2043.57, -6870.92, -8146.64, -14920.7,
-1465.06, -1311.69, -4599.65, -14599.4,
-4831.87, 4307.11, -596.884, -13223,
-7787.95, 9360.62, 3480.4, -10916,
-10097.8, 13299.8, 7242.53, -7865.3,
-11579.2, 15709.9, 10329.5, -4305.41,
-12119.2, 16353.2, 12446.3, -500.959,
-11683.3, 15190.7, 13391.7, 3272.37,
-10318.5, 12381.9, 13077.7, 6747.02,
-8149.1, 8262.71, 11538.1, 9681.56,
-5365.22, 3304.7, 8924.87, 11876.4,
-2206.07, -1939.3, 5492.47, 13186.7,
1061.28, -6897.27, 1572.92, 13530.5,
4165.32, -11040.4, -2457.32, 12893.8,
6853.59, -13939.3, -6214.35, 11330.4,
8914.23, -15307.8, -9344.44, 8957.55,
10193.5, -15030.6, -11558.2, 5947.92,
10607.7, -13170.9, -12658.5, 2517.68,
10148.7, -9959.44, -12558, -1087.82,
8882.91, -5765.39, -11287.2, -4610.4,
6942.73, -1053.17, -8988.83, -7796.4,
4513.47, 3669.61, -5902.68, -10413.9,
1815.27, 7907.39, -2340.03, -12269.2,
-917.267, 11229, 1348.24, -13220.2,
-3456.03, 13311.7, 4807.16, -13188.3,
-5598.97, 13971.9, 7712.84, -12164.9,
-7186.6, 13181.1, 9803.96, -10213.8,
-8114.05, 11063.2, 10906.2, -7469.11,
-8337.64, 7877.7, 10947.4, -4127.04,
-7875.8, 3987.07, 9962.09, -433.527,
-6804.38, -184.247, 8084.56, 3332.75,
-5247.02, -4196.89, 5532.62, 6880.63,
-3361.82, -7643.27, 2582.58, 9928.61,
-1325.59, -10189.4, -460.834, 12227.3,
682.689, -11607.4, -3296.64, 13580.7,
2497.73, -11795.5, -5658.46, 13863.5,
3981.61, -10784, -7340.62, 13034,
5034.18, -8727.28, -8217.03, 11140.6,
5599.51, -5882.15, -8250.89, 8320.72,
5667.88, -2576.93, -7494.44, 4791.93,
5273.52, 826.278, -6079.08, 836.425,
4488.43, 3971.36, -4197.29, -3221.42,
3413.27, 6545.72, -2078.5, -7041.77,
2166.11, 8311.63, 38.1559, -10298.5,
870.376, 9128.23, 1930.96, -12708.2,
-356.892, 8962.24, 3419.63, -14056.2,
-1415.4, 7886.56, 4383.52, -14217.3,
-2229.72, 6067.46, 4772.01, -13168.9,
-2754.41, 3742.19, 4606.23, -10995,
-2976.02, 1189.74, 3972.05, -7880.28,
-2911.83, -1301.6, 3005.51, -4095.14,
-2605.57, -3466.44, 1872.65, 28.1467,
-2120.91, -5090.47, 746.363, 4125.19,
-1533.25, -6031.79, -216.773, 7832.88,
-920.876, -6233.24, -896.769, 10823.1,
-356.223, -5724.68, -1225.08, 12833.6,
101.674, -4615.34, -1192.18, 13692.7,
412.981, -3077.46, -847.04, 13335.5,
560.487, -1323.33, -288.527, 11809.7,
550.382, 421.352, 350.054, 9271.28,
410.369, 1944.68, 921.25, 5968.11,
185.357, 3073.19, 1285.91, 2216.1,
-68.7663, 3691.08, 1334.8, -1632.14,
-292.591, 3752, 1006.53, -5221.79,
-431.046, 3282.22, 299.174, -8230.24,
-440.802, 2374.93, -725.998, -10397.9,
-296.371, 1176.64, -1949.54, -11552.5,
5.7915, -132.564, -3207.17, -11623.7,
445.701, -1362.62, -4310, -10647.7,
981.033, -2337.76, -5069.33, -8760.4,
1551.03, -2918.89, -5322.85, -6180.96,
2082.82, -3021.09, -4959.01, -3186.74,
2499.51, -2624.36, -3936.3, -83.1698,
2729.24, -1776.32, -2294.65, 2828.52,
2714.24, -586.442, -157.23, 5282.08,
2418.87, 787.384, 2278.31, 7072.27,
1835.67, 2158.43, 4758.34, 8073.36,
988.642, 3334.46, 7000, 8248.37,
-66.6812, 4142.12, 8723.2, 7648.22,
-1246.73, 4449.37, 9684.27, 6401.22,
-2446.61, 4183.26, 9707.41, 4694.34,
-3549.68, 3340.89, 8709.98, 2748.79,
-4438.88, 1992.08, 6718.25, 792.748,
-5009.01, 273.252, 3871.54, -965.362,
-5178.39, -1626.83, 413.345, -2359.97,
-4898.84, -3488.03, -3329.77, -3285.17,
-4162.72, -5084.1, -6979.97, -3703.41,
-3006.26, -6209.52, -10147.2, -3645.3,
-1508.45, -6704.52, -12471.6, -3200.77,
214.427, -6475.65, -13664.2, -2502.96,
2018.27, -5509.13, -13542.3, -1707.11,
3743.99, -3875.36, -12053.6, -967.234,
5232.25, -1723.84, -9287.44, -413.682,
6338.95, 731.12, -5471.51, -134.563,
6949.64, 3232.58, -952.465, -163.419,
6991.5, 5508.6, 3836.47, -474.812,
6441.64, 7302.36, 8418.45, -988.397,
5330.56, 8401.36, 12322, -1581,
3740.53, 8662.4, 15130.7, -2105.13,
1798.92, 8029.4, 16529, -2411.55,
-333.085, 6541.88, 16337.2, -2372.87,
-2475.1, 4333.04, 14534.2, -1904.99,
-4444.16, 1617.27, 11263.2, -983.547,
-6071.66, -1331.53, 6820.14, 347.316,
-7218.88, -4208.62, 1626.24, 1975.03,
-7789.55, -6711.12, -3813.73, 3728.14,
-7738.25, -8570.93, -8962.05, 5394.43,
-7073.8, -9584.42, -13303.1, 6745.73,
-5857.42, -9635.36, -16396.7, 7566.45,
-4195.9, -8708.61, -17924.1, 7682.68,
-2230.7, -6892.76, -17721.9, 6987.86,
-124.13, -4371.51, -15799.5, 5462.02,
1955.84, -1404.43, -12339.6, 3181.53,
3850.55, 1700.71, -7679.58, 317.971,
5423.87, 4621.06, -2277.86, -2874.61,
6572.36, 7053.62, 3333.2, -6082.89,
7231.72, 8748.11, 8601.44, -8965.92,
7378.8, 9534.07, 13011.2, -11191.8,
7029.76, 9339.11, 16135.7, -12475.7,
6234.52, 8196.35, 17679.5, -12613.9,
5068.9, 6240.18, 17507.7, -11512.1,
3625.34, 3690.66, 15658, -9201.17,
2003.62, 828.627, 12334.6, -5841.18,
302.654, -2035.95, 7885.53, -1711.01,
-1385.7, -4598.56, 2764.87, 2815.48,
-2980.45, -6593.9, -2514.76, 7304.54,
-4412.77, -7824.79, -7435.39, 11305.4,
-5625.18, -8183.1, -11526.2, 14397,
-6569.41, -7660.3, -14410.3, 16232.8,
-7203.78, -6346.49, -15840.3, 16579.5,
-7491.31, -4418.08, -15720.2, 15345.5,
-7399.2, -2115.72, -14110.9, 12595.2,
-6900.52, 284.953, -11219, 8546.91,
-5978.14, 2506.16, -7371.52, 3555.47,
-4630.63, 4300.61, -2978.34, -1919.89,
-2879.3, 5480.01, 1512.28, -7359.51,
